genus,sp,subsp,state,federal_status,state_status,notes,state_source
Notropis,photogenis,NA,Georgia,NA,Endangered,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Notropis,photogenis,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Notropis,rubellus,NA,North Dakota,NA,Some need for conservation; ND is near the edge of species range,NA,http://www.mendeley.com/c/5144556444/g/2058663/north-dakota-species-of-convervation-priority/
Notropis,scepticus,NA,Georgia,NA,Rare,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Notropis,shumardi,NA,Kansas,NA,Threatened,NA,http://www.mendeley.com/c/5144552094/g/2058663/kensas-threatened--endangered-species/
Notropis,simus,pecosensis,New Mexico,Threatened,NA,NA,NA
Notropis,simus,pecosensis,New Mexico,NA,Endangered,NA,http://www.mendeley.com/c/5137922484/g/2058663/new-mexico-state-designated-species-status/
Notropis,simus,NA,Texas,NA,Threatened,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Notropis,spectrunculus,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Notropis,stramineus,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Notropis,telescopus,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Notropis,topeka,NA,Iowa,Endangered,NA,NA,NA
Notropis,topeka,NA,Kansas,Endangered,NA,NA,NA
Notropis,topeka,NA,Kansas,NA,Threatened,NA,http://www.mendeley.com/c/5144552094/g/2058663/kensas-threatened--endangered-species/
Notropis,topeka,NA,Minnesota,Endangered,NA,NA,NA
Notropis,topeka,NA,South Dakota,Endangered,NA,NA,NA
Notropis,tristis,NA,Missouri,Endangered,NA,NA,NA
Notropis,tristis,NA,Nebraska,Endangered,NA,NA,NA
Notropis,uranoscopus,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Notropis,wickliffi,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Noturus,baileyi,NA,Tennessee,Endangered,NA,Entire,NA
Noturus,crypticus,NA,Tennessee,Endangered,NA,NA,NA
Noturus,elegans,NA,Alabama,NA,Presumed extirpated,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Noturus,eleutherus,NA,Georgia,NA,Endangered,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Noturus,eleutherus,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Noturus,exilis,NA,Wisconsin,NA,Endangered,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Noturus,exilis,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Noturus,flavipinnis,NA,Tennessee,Threatened,NA,except where EXPN,NA
Noturus,flavipinnis,NA,Virginia,Threatened,NA,except where EXPN,NA
Noturus,flavipinnis,NA,Virginia,NA,Threatened,NA,http://www.mendeley.com/c/5144547734/g/2058663/special-legal-status-faunal-species-in-virginia/
Noturus,flavus,NA,Maryland,NA,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Noturus,flavus,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Noturus,flavus,NA,Colorado,NA,Special Concern,NA,http://www.mendeley.com/c/5091918642/g/2058663/colorado-species-status-state-listing/
Noturus,gilberti,NA,Virginia,NA,Threatened,NA,http://www.mendeley.com/c/5144547734/g/2058663/special-legal-status-faunal-species-in-virginia/
Noturus,miurus,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Noturus,munitus,NA,Georgia,NA,Endangered,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Noturus,munitus,NA,Alabama,NA,Imperiled,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Noturus,nocturnus,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Noturus,placidus,NA,Kansas,Threatened,NA,NA,NA
Noturus,placidus,NA,Kansas,NA,Threatened,NA,http://www.mendeley.com/c/5144552094/g/2058663/kensas-threatened--endangered-species/
Noturus,placidus,NA,Oklahoma,Threatened,NA,NA,NA
Noturus,placidus,NA,Missouri,Threatened,NA,NA,NA
Noturus,stanauli,NA,Tennessee,Endangered,NA,Entire,NA
Noturus,trautmani,NA,Ohio,Endangered,NA,NA,NA
Novumbra,hubbsi,NA,Washington,NA,Sensitive,NA,http://www.mendeley.com/c/5144569454/g/2058663/washington-state-species-of-concern-lists/
Numenius,americanus,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Numenius,americanus,NA,Colorado,NA,Special Concern,NA,http://www.mendeley.com/c/5091918642/g/2058663/colorado-species-status-state-listing/
Numenius,americanus,NA,North Dakota,NA,Greatest need for conservation,NA,http://www.mendeley.com/c/5144556444/g/2058663/north-dakota-species-of-convervation-priority/
Numenius,borealis,NA,Illinois,Endangered,NA,NA,NA
Numenius,borealis,NA,Indiana,Endangered,NA,NA,NA
Numenius,borealis,NA,Iowa,Endangered,NA,NA,NA
Numenius,borealis,NA,Kansas,Endangered,NA,NA,NA
Numenius,borealis,NA,Kansas,NA,Endangered,NA,http://www.mendeley.com/c/5144552094/g/2058663/kensas-threatened--endangered-species/
Numenius,borealis,NA,Kentucky,Endangered,NA,NA,NA
Numenius,borealis,NA,Louisiana,Endangered,NA,NA,NA
Numenius,borealis,NA,Maine,Endangered,NA,NA,NA
Numenius,borealis,NA,Maryland,Endangered,NA,NA,NA
Numenius,borealis,NA,Maryland,NA,Endangered/Extirpated,Believed to be extirpated,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Numenius,borealis,NA,Massachusetts,Endangered,NA,NA,NA
Numenius,borealis,NA,Michigan,Endangered,NA,NA,NA
Numenius,borealis,NA,Minnesota,Endangered,NA,NA,NA
Numenius,borealis,NA,New Hampshire,Endangered,NA,NA,NA
Numenius,borealis,NA,New Mexico,Endangered,NA,NA,NA
Numenius,borealis,NA,North Carolina,Endangered,NA,NA,NA
Numenius,borealis,NA,Ohio,Endangered,NA,NA,NA
Numenius,borealis,NA,Oklahoma,Endangered,NA,NA,NA
Numenius,borealis,NA,Oregon,Endangered,NA,NA,NA
Numenius,borealis,NA,Pennsylvania,Endangered,NA,NA,NA
Numenius,borealis,NA,Rhode Island,Endangered,NA,NA,NA
Numenius,borealis,NA,South Carolina,Endangered,NA,NA,NA
Numenius,borealis,NA,South Dakota,Endangered,NA,NA,NA
Numenius,borealis,NA,Tennessee,Endangered,NA,NA,NA
Numenius,borealis,NA,Texas,Endangered,NA,NA,NA
Numenius,borealis,NA,Utah,Endangered,NA,NA,NA
Numenius,borealis,NA,Vermont,Endangered,NA,NA,NA
Numenius,borealis,NA,Virginia,Endangered,NA,NA,NA
Numenius,borealis,NA,Washington,Endangered,NA,NA,NA
Numenius,borealis,NA,West Virginia,Endangered,NA,NA,NA
Numenius,borealis,NA,Wisconsin,Endangered,NA,NA,NA
Numenius,borealis,NA,Alabama,Endangered,NA,NA,NA
Numenius,borealis,NA,Alaska,Endangered,NA,NA,NA
Numenius,borealis,NA,Arizona,Endangered,NA,NA,NA
Numenius,borealis,NA,Arkansas,Endangered,NA,NA,NA
Numenius,borealis,NA,California,Endangered,NA,NA,NA
Numenius,borealis,NA,Colorado,Endangered,NA,NA,NA
Numenius,borealis,NA,Connecticut,Endangered,NA,NA,NA
Numenius,borealis,NA,Deleware,Endangered,NA,NA,NA
Numenius,borealis,NA,District of Columbia,Endangered,NA,NA,NA
Numenius,borealis,NA,Florida,Endangered,NA,NA,NA
Numenius,borealis,NA,Georgia,Endangered,NA,NA,NA
Numenius,borealis,NA,Mississippi,Endangered,NA,NA,NA
Numenius,borealis,NA,Missouri,Endangered,NA,NA,NA
Numenius,borealis,NA,Montana,Endangered,NA,NA,NA
Numenius,borealis,NA,Nebraska,Endangered,NA,NA,NA
Numenius,borealis,NA,Nevada,Endangered,NA,NA,NA
Numenius,borealis,NA,New Jersey,Endangered,NA,NA,NA
Numenius,borealis,NA,New York,Endangered,NA,NA,NA
Numenius,borealis,NA,North Dakota,Endangered,NA,NA,NA
Numenius,borealis,NA,Texas,NA,Endangered,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Numenius borealis,NA,NA,Idaho,Endangered,NA,NA,NA
Nuphar,lutea,ulvacea,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Nuphar,microphylla,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Nyctanassa,violacea,NA,Maryland,NA,NA,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Nyctanassa,violaceus,NA,Wisconsin,NA,Threatened,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Nyctinomops,femorosaccus,NA,Arizona,NA,Vulnerable,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Nyctinomops,macrotis,NA,Arizona,NA,Vulnerable,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Nymphalis,vau-album,NA,Maryland,NA,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Oarisma,powesheik,NA,Wisconsin,NA,Endangered,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Obliquaria,reflexa,NA,Alabama,NA,Demonstrably secure,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Obovaria,jacksoniana,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Obovaria,jacksoniana,NA,Texas,NA,Threatened,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Obovaria,olivaria,NA,Alabama,NA,Presumed extirpated,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Obovaria,retusa,NA,Illinois,Endangered,NA,NA,NA
Obovaria,retusa,NA,Indiana,Endangered,NA,NA,NA
Obovaria,retusa,NA,Kentucky,Endangered,NA,NA,NA
Obovaria,retusa,NA,Ohio,Endangered,NA,NA,NA
Obovaria,retusa,NA,Pennsylvania,Endangered,NA,NA,NA
Obovaria,retusa,NA,Tennessee,Endangered,NA,NA,NA
Obovaria,retusa,NA,West Virginia,Endangered,NA,NA,NA
Obovaria,retusa,NA,Alabama,Endangered,NA,NA,NA
Obovaria,retusa,NA,Alabama,NA,Critically imperiled,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Obovaria,subrotunda,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Obovaria,unicolor,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Oceanodroma,leucorhoa,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Ochlodes,yuma,NA,Washington,NA,Candidate,NA,http://www.mendeley.com/c/5144569454/g/2058663/washington-state-species-of-concern-lists/
Ochrosia,kilaueaensis,NA,Hawaii,Endangered,NA,NA,NA
Odocoileus,virginianus,leucurus,Oregon,Endangered,NA,Columbia River DPS,NA
Odocoileus,virginianus,leucurus,Washington,Endangered,NA,Columbia River DPS,NA
Odocoileus,virginianus,leucurus,Washington,NA,Endangered,NA,http://www.mendeley.com/c/5144569454/g/2058663/washington-state-species-of-concern-lists/
Odocoileus virginianus,clavium,NA,Florida,Endangered,NA,NA,NA
Oeneis,melissa,semidea,New Hampshire,NA,Threatened,NA,http://www.mendeley.com/c/5093636202/g/2058663/new-hampshire-species-status-state-listing/
Oeneis,nevadensis,gigas,Washington,NA,Candidate,NA,http://www.mendeley.com/c/5144569454/g/2058663/washington-state-species-of-concern-lists/
Oenothera,avita,eurekensis,California,Endangered,NA,NA,NA
Oenothera,deltoides,howellii,California,Endangered,NA,NA,NA
Oenothera,heterophylla,NA,Alabama,NA,Historical possibly extirpated,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Oligoneuron,album,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Olneya,tesota,NA,Arizona,NA,Apparently Secure,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
onca,NA,NA,Arizona,Endangered,NA,NA,NA
Oncorhynchus,aguabonita,whitei,California,Threatened,NA,NA,NA
Oncorhynchus,apache,NA,Arizona,Threatened,NA,NA,NA
Oncorhynchus,apache,NA,Arizona,NA,Vulnerable,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Oncorhynchus,clarki,henshawi,California,Threatened,NA,NA,NA
Oncorhynchus,clarki,seleniris,California,Threatened,NA,NA,NA
Oncorhynchus,clarki,henshawi,Nevada,Threatened,NA,NA,NA
Oncorhynchus,clarki,henshawi,Oregon,Threatened,NA,NA,NA
Oncorhynchus,clarki,henshawi,Utah,Threatened,NA,NA,NA
Oncorhynchus,clarki,stomias,Colorado,Threatened,NA,NA,NA
Oncorhynchus,clarki,stomias,Colorado,NA,Threatened,NA,http://www.mendeley.com/c/5091918642/g/2058663/colorado-species-status-state-listing/
Oncorhynchus,clarki,pleuriticus,Colorado,NA,Special Concern,NA,http://www.mendeley.com/c/5091918642/g/2058663/colorado-species-status-state-listing/
Oncorhynchus,clarki,virginalis,Colorado,NA,Special Concern,NA,http://www.mendeley.com/c/5091918642/g/2058663/colorado-species-status-state-listing/
Oncorhynchus,gilae,NA,New Mexico,Threatened,NA,NA,NA
Oncorhynchus,gilae,NA,Arizona,Threatened,NA,NA,NA
Oncorhynchus,gilae,NA,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Oncorhynchus,gilae,NA,New Mexico,NA,Threatened,NA,http://www.mendeley.com/c/5137922484/g/2058663/new-mexico-state-designated-species-status/
Oncorhynchus,keta,NA,Oregon,Threatened,NA,Columbia R.,NA
Oncorhynchus,keta,NA,Washington,Threatened,NA,Columbia R,NA
Oncorhynchus,keta,NA,Washington,Threatened,NA,summer-run Hood Canal,NA
Oncorhynchus,keta,NA,Washington,NA,Candidate,NA,http://www.mendeley.com/c/5144569454/g/2058663/washington-state-species-of-concern-lists/
Oncorhynchus,kisutch,NA,California,Endangered,NA,Central California Coast ESU,NA
Oncorhynchus,kisutch,NA,California,Threatened,NA,Southern Oregon\96Northern California Coast ESU,NA
Oncorhynchus,kisutch,NA,California,NA,Endangered,NA,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
Oncorhynchus,kisutch,NA,California,NA,Threatened,NA,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
Oncorhynchus,kisutch,NA,Oregon,Threatened,NA,Lower Columbia River ESU,NA
Oncorhynchus,kisutch,NA,Oregon,Threatened,NA,Oregon Coast ESU,NA
Oncorhynchus,kisutch,NA,Oregon,Threatened,NA,Southern Oregon\96Northern California Coast ESU,NA
Oncorhynchus,kisutch,NA,Washington,Threatened,NA,Lower Columbia River ESU,NA
Oncorhynchus,kisutch,NA,Alaska,Endangered,NA,Central California Coast ESU,NA
Oncorhynchus,mykiss,NA,California,Threatened,NA,NA,NA
Oncorhynchus,mykiss,NA,California,Threatened,NA,NA,NA
Oncorhynchus,mykiss,NA,California,Threatened,NA,NA,NA
Oncorhynchus,mykiss,NA,Oregon,Threatened,NA,middle Columbia R.,NA
Oncorhynchus,mykiss,NA,Oregon,Threatened,NA,upper Willamette R.,NA
Oncorhynchus,mykiss,NA,Washington,Threatened,NA,lower Columbia R.,NA
Oncorhynchus,mykiss,NA,Washington,Threatened,NA,middle Columbia R.,NA
Oncorhynchus,mykiss,NA,Washington,Threatened,NA,Sound DPS,NA
Oncorhynchus,mykiss,NA,Washington,Threatened,NA,Snake R. Basin,NA
Oncorhynchus,mykiss,NA,Washington,Threatened,NA,upper Columbia R. Basin,NA
Oncorhynchus,mykiss,NA,California,Threatened,NA,NA,NA
Oncorhynchus,mykiss,NA,California,Endangered,NA,NA,NA
Oncorhynchus,mykiss,NA,Idaho,Threatened,NA,Snake R. Basin,NA
Oncorhynchus,mykiss,NA,Oregon,Threatened,NA,Snake R. Basin,NA
Oncorhynchus,mykiss,NA,Washington,NA,Candidate,NA,http://www.mendeley.com/c/5144569454/g/2058663/washington-state-species-of-concern-lists/
Oncorhynchus,nerka,NA,California,Threatened,NA,U.S.A.,NA
Oncorhynchus,nerka,NA,California,Endangered,NA,U.S.A.,NA
Oncorhynchus,nerka,NA,Idaho,Endangered,NA,U.S.A. Snake River ID stock wherever found.,NA
Oncorhynchus,nerka,NA,Washington,Threatened,NA,USA Ozette Lake WA,NA
Oncorhynchus,nerka,NA,Washington,NA,Candidate,NA,http://www.mendeley.com/c/5144569454/g/2058663/washington-state-species-of-concern-lists/
Oncorhynchus,tshawytscha,NA,California,Threatened,NA,Central Valley spring-run ESU,NA
Oncorhynchus,tshawytscha,NA,California,Endangered,NA,NA,NA
Oncorhynchus,tshawytscha,NA,California,NA,Endangered,NA,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
Oncorhynchus,tshawytscha,NA,California,NA,Threatened,NA,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
Oncorhynchus,tshawytscha,NA,Oregon,Threatened,NA,Lower Columbia River ESU,NA
Oncorhynchus,tshawytscha,NA,Oregon,Threatened,NA,Snake River fall-run ESU,NA
Oncorhynchus,tshawytscha,NA,Oregon,Threatened,NA,Snake River spring/summer-run ESU,NA
Oncorhynchus,tshawytscha,NA,Oregon,Threatened,NA,Upper Willamette River ESU,NA
Oncorhynchus,tshawytscha,NA,Washington,Threatened,NA,Columbia River ESU,NA
Oncorhynchus,tshawytscha,NA,Washington,Threatened,NA,Puget Sound ESU,NA
Oncorhynchus,tshawytscha,NA,Washington,Threatened,NA,Snake River fall-run ESU,NA
Oncorhynchus,tshawytscha,NA,Washington,Threatened,NA,Snake River spring/summer-run ESU,NA
Oncorhynchus,tshawytscha,NA,Washington,Endangered,NA,Upper Columbia spring-run ESU,NA
Oncorhynchus,tshawytscha,NA,California,Threatened,NA,CA coastal,NA
Oncorhynchus,tshawytscha,NA,Idaho,Threatened,NA,Snake River fall-run ESU,NA
Oncorhynchus,tshawytscha,NA,Idaho,Threatened,NA,Snake River spring/summer-run ESU,NA
Oncorhynchus,tshawytscha,NA,Washington,NA,Candidate,NA,http://www.mendeley.com/c/5144569454/g/2058663/washington-state-species-of-concern-lists/
Onosmodium,decipiens,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Onosmodium,molle,molle,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Onthophagus,polyphemi,onthophagus,Alabama,NA,State unranked,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Onychiurus,janus,NA,Alabama,NA,State unranked,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Onychiurus,paro,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Opheodrys,vernalis,NA,New Hampshire,NA,Near-threatened,NA,http://www.mendeley.com/c/5093651382/g/2058663/new-hampshire-species-status-state-listing-for-species-of-special-concern/
Ophioglossum,engelmannii,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Ophioglossum,pusillum,NA,Massachusetts,NA,Threatened,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
